t-24,t-23,t-22,t-21,t-20,t-19,t-18,t-17,t-16,t-15,t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,forecast
137700.0000,146340.0000,147960.0000,144180.0000,145091.0000,164700.0000,154440.0000,151200.0000,153360.0000,145800.0000,155351.0000,151200.0000,151200.0000,159840.0000,156600.0000,132300.0000,130680.0000,143471.0000,146880.0000,145800.0000,151200.0000,133380.0000,155520.0000,135540.0000,146575.2000
148500.0000,146880.0000,160380.0000,158760.0000,146711.0000,166860.0000,158220.0000,152820.0000,156060.0000,158220.0000,151031.0000,143100.0000,154440.0000,147420.0000,147960.0000,139860.0000,152280.0000,160751.0000,162540.0000,153900.0000,163080.0000,158220.0000,154440.0000,156060.0000,153151.5000
185220.0000,169020.0000,166320.0000,166320.0000,156431.0000,160920.0000,169560.0000,156060.0000,160920.0000,158760.0000,161291.0000,162000.0000,158760.0000,152820.0000,153900.0000,151740.0000,140940.0000,153731.0000,169560.0000,159300.0000,154980.0000,152280.0000,154980.0000,156600.0000,158295.7000
146340.0000,147960.0000,144180.0000,145091.0000,164700.0000,154440.0000,151200.0000,153360.0000,145800.0000,155351.0000,151200.0000,151200.0000,159840.0000,156600.0000,132300.0000,130680.0000,143471.0000,146880.0000,145800.0000,151200.0000,133380.0000,155520.0000,135540.0000,152111.0000,148832.4000
146880.0000,160380.0000,158760.0000,146711.0000,166860.0000,158220.0000,152820.0000,156060.0000,158220.0000,151031.0000,143100.0000,154440.0000,147420.0000,147960.0000,139860.0000,152280.0000,160751.0000,162540.0000,153900.0000,163080.0000,158220.0000,154440.0000,156060.0000,148331.0000,151578.7000
169020.0000,166320.0000,166320.0000,156431.0000,160920.0000,169560.0000,156060.0000,160920.0000,158760.0000,161291.0000,162000.0000,158760.0000,152820.0000,153900.0000,151740.0000,140940.0000,153731.0000,169560.0000,159300.0000,154980.0000,152280.0000,154980.0000,156600.0000,160211.0000,159466.9000
147960.0000,144180.0000,145091.0000,164700.0000,154440.0000,151200.0000,153360.0000,145800.0000,155351.0000,151200.0000,151200.0000,159840.0000,156600.0000,132300.0000,130680.0000,143471.0000,146880.0000,145800.0000,151200.0000,133380.0000,155520.0000,135540.0000,152111.0000,158220.0000,151029.0000
160380.0000,158760.0000,146711.0000,166860.0000,158220.0000,152820.0000,156060.0000,158220.0000,151031.0000,143100.0000,154440.0000,147420.0000,147960.0000,139860.0000,152280.0000,160751.0000,162540.0000,153900.0000,163080.0000,158220.0000,154440.0000,156060.0000,148331.0000,140940.0000,149930.7000
166320.0000,166320.0000,156431.0000,160920.0000,169560.0000,156060.0000,160920.0000,158760.0000,161291.0000,162000.0000,158760.0000,152820.0000,153900.0000,151740.0000,140940.0000,153731.0000,169560.0000,159300.0000,154980.0000,152280.0000,154980.0000,156600.0000,160211.0000,154440.0000,155549.4000
144180.0000,145091.0000,164700.0000,154440.0000,151200.0000,153360.0000,145800.0000,155351.0000,151200.0000,151200.0000,159840.0000,156600.0000,132300.0000,130680.0000,143471.0000,146880.0000,145800.0000,151200.0000,133380.0000,155520.0000,135540.0000,152111.0000,158220.0000,154440.0000,150271.3000
158760.0000,146711.0000,166860.0000,158220.0000,152820.0000,156060.0000,158220.0000,151031.0000,143100.0000,154440.0000,147420.0000,147960.0000,139860.0000,152280.0000,160751.0000,162540.0000,153900.0000,163080.0000,158220.0000,154440.0000,156060.0000,148331.0000,140940.0000,164160.0000,155658.6000
166320.0000,156431.0000,160920.0000,169560.0000,156060.0000,160920.0000,158760.0000,161291.0000,162000.0000,158760.0000,152820.0000,153900.0000,151740.0000,140940.0000,153731.0000,169560.0000,159300.0000,154980.0000,152280.0000,154980.0000,156600.0000,160211.0000,154440.0000,156600.0000,158004.7000
145091.0000,164700.0000,154440.0000,151200.0000,153360.0000,145800.0000,155351.0000,151200.0000,151200.0000,159840.0000,156600.0000,132300.0000,130680.0000,143471.0000,146880.0000,145800.0000,151200.0000,133380.0000,155520.0000,135540.0000,152111.0000,158220.0000,154440.0000,150660.0000,149560.9000
146711.0000,166860.0000,158220.0000,152820.0000,156060.0000,158220.0000,151031.0000,143100.0000,154440.0000,147420.0000,147960.0000,139860.0000,152280.0000,160751.0000,162540.0000,153900.0000,163080.0000,158220.0000,154440.0000,156060.0000,148331.0000,140940.0000,164160.0000,143640.0000,152530.7000
156431.0000,160920.0000,169560.0000,156060.0000,160920.0000,158760.0000,161291.0000,162000.0000,158760.0000,152820.0000,153900.0000,151740.0000,140940.0000,153731.0000,169560.0000,159300.0000,154980.0000,152280.0000,154980.0000,156600.0000,160211.0000,154440.0000,156600.0000,157680.0000,157980.5000
164700.0000,154440.0000,151200.0000,153360.0000,145800.0000,155351.0000,151200.0000,151200.0000,159840.0000,156600.0000,132300.0000,130680.0000,143471.0000,146880.0000,145800.0000,151200.0000,133380.0000,155520.0000,135540.0000,152111.0000,158220.0000,154440.0000,150660.0000,154440.0000,150838.7000
166860.0000,158220.0000,152820.0000,156060.0000,158220.0000,151031.0000,143100.0000,154440.0000,147420.0000,147960.0000,139860.0000,152280.0000,160751.0000,162540.0000,153900.0000,163080.0000,158220.0000,154440.0000,156060.0000,148331.0000,140940.0000,164160.0000,143640.0000,147960.0000,153791.0000
160920.0000,169560.0000,156060.0000,160920.0000,158760.0000,161291.0000,162000.0000,158760.0000,152820.0000,153900.0000,151740.0000,140940.0000,153731.0000,169560.0000,159300.0000,154980.0000,152280.0000,154980.0000,156600.0000,160211.0000,154440.0000,156600.0000,157680.0000,149580.0000,154636.3000
154440.0000,151200.0000,153360.0000,145800.0000,155351.0000,151200.0000,151200.0000,159840.0000,156600.0000,132300.0000,130680.0000,143471.0000,146880.0000,145800.0000,151200.0000,133380.0000,155520.0000,135540.0000,152111.0000,158220.0000,154440.0000,150660.0000,154440.0000,150660.0000,148050.1000
158220.0000,152820.0000,156060.0000,158220.0000,151031.0000,143100.0000,154440.0000,147420.0000,147960.0000,139860.0000,152280.0000,160751.0000,162540.0000,153900.0000,163080.0000,158220.0000,154440.0000,156060.0000,148331.0000,140940.0000,164160.0000,143640.0000,147960.0000,152280.0000,153833.1000
169560.0000,156060.0000,160920.0000,158760.0000,161291.0000,162000.0000,158760.0000,152820.0000,153900.0000,151740.0000,140940.0000,153731.0000,169560.0000,159300.0000,154980.0000,152280.0000,154980.0000,156600.0000,160211.0000,154440.0000,156600.0000,157680.0000,149580.0000,151200.0000,156475.7000
151200.0000,153360.0000,145800.0000,155351.0000,151200.0000,151200.0000,159840.0000,156600.0000,132300.0000,130680.0000,143471.0000,146880.0000,145800.0000,151200.0000,133380.0000,155520.0000,135540.0000,152111.0000,158220.0000,154440.0000,150660.0000,154440.0000,150660.0000,161291.0000,150389.2000
152820.0000,156060.0000,158220.0000,151031.0000,143100.0000,154440.0000,147420.0000,147960.0000,139860.0000,152280.0000,160751.0000,162540.0000,153900.0000,163080.0000,158220.0000,154440.0000,156060.0000,148331.0000,140940.0000,164160.0000,143640.0000,147960.0000,152280.0000,149411.0000,153125.7000
156060.0000,160920.0000,158760.0000,161291.0000,162000.0000,158760.0000,152820.0000,153900.0000,151740.0000,140940.0000,153731.0000,169560.0000,159300.0000,154980.0000,152280.0000,154980.0000,156600.0000,160211.0000,154440.0000,156600.0000,157680.0000,149580.0000,151200.0000,158051.0000,159298.7000
153360.0000,145800.0000,155351.0000,151200.0000,151200.0000,159840.0000,156600.0000,132300.0000,130680.0000,143471.0000,146880.0000,145800.0000,151200.0000,133380.0000,155520.0000,135540.0000,152111.0000,158220.0000,154440.0000,150660.0000,154440.0000,150660.0000,161291.0000,158220.0000,151220.3000
156060.0000,158220.0000,151031.0000,143100.0000,154440.0000,147420.0000,147960.0000,139860.0000,152280.0000,160751.0000,162540.0000,153900.0000,163080.0000,158220.0000,154440.0000,156060.0000,148331.0000,140940.0000,164160.0000,143640.0000,147960.0000,152280.0000,149411.0000,154440.0000,153893.4000
160920.0000,158760.0000,161291.0000,162000.0000,158760.0000,152820.0000,153900.0000,151740.0000,140940.0000,153731.0000,169560.0000,159300.0000,154980.0000,152280.0000,154980.0000,156600.0000,160211.0000,154440.0000,156600.0000,157680.0000,149580.0000,151200.0000,158051.0000,153900.0000,156738.1000
145800.0000,155351.0000,151200.0000,151200.0000,159840.0000,156600.0000,132300.0000,130680.0000,143471.0000,146880.0000,145800.0000,151200.0000,133380.0000,155520.0000,135540.0000,152111.0000,158220.0000,154440.0000,150660.0000,154440.0000,150660.0000,161291.0000,158220.0000,137700.0000,143589.7000
158220.0000,151031.0000,143100.0000,154440.0000,147420.0000,147960.0000,139860.0000,152280.0000,160751.0000,162540.0000,153900.0000,163080.0000,158220.0000,154440.0000,156060.0000,148331.0000,140940.0000,164160.0000,143640.0000,147960.0000,152280.0000,149411.0000,154440.0000,154980.0000,153537.8000
158760.0000,161291.0000,162000.0000,158760.0000,152820.0000,153900.0000,151740.0000,140940.0000,153731.0000,169560.0000,159300.0000,154980.0000,152280.0000,154980.0000,156600.0000,160211.0000,154440.0000,156600.0000,157680.0000,149580.0000,151200.0000,158051.0000,153900.0000,150660.0000,156451.1000
155351.0000,151200.0000,151200.0000,159840.0000,156600.0000,132300.0000,130680.0000,143471.0000,146880.0000,145800.0000,151200.0000,133380.0000,155520.0000,135540.0000,152111.0000,158220.0000,154440.0000,150660.0000,154440.0000,150660.0000,161291.0000,158220.0000,137700.0000,150120.0000,147951.7000
151031.0000,143100.0000,154440.0000,147420.0000,147960.0000,139860.0000,152280.0000,160751.0000,162540.0000,153900.0000,163080.0000,158220.0000,154440.0000,156060.0000,148331.0000,140940.0000,164160.0000,143640.0000,147960.0000,152280.0000,149411.0000,154440.0000,154980.0000,153360.0000,152620.5000
161291.0000,162000.0000,158760.0000,152820.0000,153900.0000,151740.0000,140940.0000,153731.0000,169560.0000,159300.0000,154980.0000,152280.0000,154980.0000,156600.0000,160211.0000,154440.0000,156600.0000,157680.0000,149580.0000,151200.0000,158051.0000,153900.0000,150660.0000,156600.0000,159175.7000
151200.0000,151200.0000,159840.0000,156600.0000,132300.0000,130680.0000,143471.0000,146880.0000,145800.0000,151200.0000,133380.0000,155520.0000,135540.0000,152111.0000,158220.0000,154440.0000,150660.0000,154440.0000,150660.0000,161291.0000,158220.0000,137700.0000,150120.0000,150660.0000,147970.8000
143100.0000,154440.0000,147420.0000,147960.0000,139860.0000,152280.0000,160751.0000,162540.0000,153900.0000,163080.0000,158220.0000,154440.0000,156060.0000,148331.0000,140940.0000,164160.0000,143640.0000,147960.0000,152280.0000,149411.0000,154440.0000,154980.0000,153360.0000,149580.0000,152357.1000
162000.0000,158760.0000,152820.0000,153900.0000,151740.0000,140940.0000,153731.0000,169560.0000,159300.0000,154980.0000,152280.0000,154980.0000,156600.0000,160211.0000,154440.0000,156600.0000,157680.0000,149580.0000,151200.0000,158051.0000,153900.0000,150660.0000,156600.0000,160380.0000,158081.8000
151200.0000,159840.0000,156600.0000,132300.0000,130680.0000,143471.0000,146880.0000,145800.0000,151200.0000,133380.0000,155520.0000,135540.0000,152111.0000,158220.0000,154440.0000,150660.0000,154440.0000,150660.0000,161291.0000,158220.0000,137700.0000,150120.0000,150660.0000,139320.0000,145876.6000
154440.0000,147420.0000,147960.0000,139860.0000,152280.0000,160751.0000,162540.0000,153900.0000,163080.0000,158220.0000,154440.0000,156060.0000,148331.0000,140940.0000,164160.0000,143640.0000,147960.0000,152280.0000,149411.0000,154440.0000,154980.0000,153360.0000,149580.0000,160380.0000,154393.8000
158760.0000,152820.0000,153900.0000,151740.0000,140940.0000,153731.0000,169560.0000,159300.0000,154980.0000,152280.0000,154980.0000,156600.0000,160211.0000,154440.0000,156600.0000,157680.0000,149580.0000,151200.0000,158051.0000,153900.0000,150660.0000,156600.0000,160380.0000,164700.0000,156115.7000
159840.0000,156600.0000,132300.0000,130680.0000,143471.0000,146880.0000,145800.0000,151200.0000,133380.0000,155520.0000,135540.0000,152111.0000,158220.0000,154440.0000,150660.0000,154440.0000,150660.0000,161291.0000,158220.0000,137700.0000,150120.0000,150660.0000,139320.0000,143100.0000,146839.7000
147420.0000,147960.0000,139860.0000,152280.0000,160751.0000,162540.0000,153900.0000,163080.0000,158220.0000,154440.0000,156060.0000,148331.0000,140940.0000,164160.0000,143640.0000,147960.0000,152280.0000,149411.0000,154440.0000,154980.0000,153360.0000,149580.0000,160380.0000,157140.0000,153292.9000
152820.0000,153900.0000,151740.0000,140940.0000,153731.0000,169560.0000,159300.0000,154980.0000,152280.0000,154980.0000,156600.0000,160211.0000,154440.0000,156600.0000,157680.0000,149580.0000,151200.0000,158051.0000,153900.0000,150660.0000,156600.0000,160380.0000,164700.0000,163620.0000,152479.0000
156600.0000,132300.0000,130680.0000,143471.0000,146880.0000,145800.0000,151200.0000,133380.0000,155520.0000,135540.0000,152111.0000,158220.0000,154440.0000,150660.0000,154440.0000,150660.0000,161291.0000,158220.0000,137700.0000,150120.0000,150660.0000,139320.0000,143100.0000,156431.0000,147510.5000
147960.0000,139860.0000,152280.0000,160751.0000,162540.0000,153900.0000,163080.0000,158220.0000,154440.0000,156060.0000,148331.0000,140940.0000,164160.0000,143640.0000,147960.0000,152280.0000,149411.0000,154440.0000,154980.0000,153360.0000,149580.0000,160380.0000,157140.0000,151031.0000,152675.4000
153900.0000,151740.0000,140940.0000,153731.0000,169560.0000,159300.0000,154980.0000,152280.0000,154980.0000,156600.0000,160211.0000,154440.0000,156600.0000,157680.0000,149580.0000,151200.0000,158051.0000,153900.0000,150660.0000,156600.0000,160380.0000,164700.0000,163620.0000,166691.0000,154798.5000
132300.0000,130680.0000,143471.0000,146880.0000,145800.0000,151200.0000,133380.0000,155520.0000,135540.0000,152111.0000,158220.0000,154440.0000,150660.0000,154440.0000,150660.0000,161291.0000,158220.0000,137700.0000,150120.0000,150660.0000,139320.0000,143100.0000,156431.0000,153360.0000,149019.6000
139860.0000,152280.0000,160751.0000,162540.0000,153900.0000,163080.0000,158220.0000,154440.0000,156060.0000,148331.0000,140940.0000,164160.0000,143640.0000,147960.0000,152280.0000,149411.0000,154440.0000,154980.0000,153360.0000,149580.0000,160380.0000,157140.0000,151031.0000,144180.0000,152610.4000
151740.0000,140940.0000,153731.0000,169560.0000,159300.0000,154980.0000,152280.0000,154980.0000,156600.0000,160211.0000,154440.0000,156600.0000,157680.0000,149580.0000,151200.0000,158051.0000,153900.0000,150660.0000,156600.0000,160380.0000,164700.0000,163620.0000,166691.0000,159300.0000,152690.8000
130680.0000,143471.0000,146880.0000,145800.0000,151200.0000,133380.0000,155520.0000,135540.0000,152111.0000,158220.0000,154440.0000,150660.0000,154440.0000,150660.0000,161291.0000,158220.0000,137700.0000,150120.0000,150660.0000,139320.0000,143100.0000,156431.0000,153360.0000,145800.0000,148482.1000
152280.0000,160751.0000,162540.0000,153900.0000,163080.0000,158220.0000,154440.0000,156060.0000,148331.0000,140940.0000,164160.0000,143640.0000,147960.0000,152280.0000,149411.0000,154440.0000,154980.0000,153360.0000,149580.0000,160380.0000,157140.0000,151031.0000,144180.0000,157680.0000,153196.5000
140940.0000,153731.0000,169560.0000,159300.0000,154980.0000,152280.0000,154980.0000,156600.0000,160211.0000,154440.0000,156600.0000,157680.0000,149580.0000,151200.0000,158051.0000,153900.0000,150660.0000,156600.0000,160380.0000,164700.0000,163620.0000,166691.0000,159300.0000,155520.0000,153844.1000
143471.0000,146880.0000,145800.0000,151200.0000,133380.0000,155520.0000,135540.0000,152111.0000,158220.0000,154440.0000,150660.0000,154440.0000,150660.0000,161291.0000,158220.0000,137700.0000,150120.0000,150660.0000,139320.0000,143100.0000,156431.0000,153360.0000,145800.0000,145260.0000,149322.7000
160751.0000,162540.0000,153900.0000,163080.0000,158220.0000,154440.0000,156060.0000,148331.0000,140940.0000,164160.0000,143640.0000,147960.0000,152280.0000,149411.0000,154440.0000,154980.0000,153360.0000,149580.0000,160380.0000,157140.0000,151031.0000,144180.0000,157680.0000,158760.0000,153000.6000
153731.0000,169560.0000,159300.0000,154980.0000,152280.0000,154980.0000,156600.0000,160211.0000,154440.0000,156600.0000,157680.0000,149580.0000,151200.0000,158051.0000,153900.0000,150660.0000,156600.0000,160380.0000,164700.0000,163620.0000,166691.0000,159300.0000,155520.0000,153900.0000,153665.8000
146880.0000,145800.0000,151200.0000,133380.0000,155520.0000,135540.0000,152111.0000,158220.0000,154440.0000,150660.0000,154440.0000,150660.0000,161291.0000,158220.0000,137700.0000,150120.0000,150660.0000,139320.0000,143100.0000,156431.0000,153360.0000,145800.0000,145260.0000,143100.0000,150016.7000
162540.0000,153900.0000,163080.0000,158220.0000,154440.0000,156060.0000,148331.0000,140940.0000,164160.0000,143640.0000,147960.0000,152280.0000,149411.0000,154440.0000,154980.0000,153360.0000,149580.0000,160380.0000,157140.0000,151031.0000,144180.0000,157680.0000,158760.0000,152280.0000,153619.4000
169560.0000,159300.0000,154980.0000,152280.0000,154980.0000,156600.0000,160211.0000,154440.0000,156600.0000,157680.0000,149580.0000,151200.0000,158051.0000,153900.0000,150660.0000,156600.0000,160380.0000,164700.0000,163620.0000,166691.0000,159300.0000,155520.0000,153900.0000,156060.0000,155491.4000
145800.0000,151200.0000,133380.0000,155520.0000,135540.0000,152111.0000,158220.0000,154440.0000,150660.0000,154440.0000,150660.0000,161291.0000,158220.0000,137700.0000,150120.0000,150660.0000,139320.0000,143100.0000,156431.0000,153360.0000,145800.0000,145260.0000,143100.0000,148500.0000,150019.9000
153900.0000,163080.0000,158220.0000,154440.0000,156060.0000,148331.0000,140940.0000,164160.0000,143640.0000,147960.0000,152280.0000,149411.0000,154440.0000,154980.0000,153360.0000,149580.0000,160380.0000,157140.0000,151031.0000,144180.0000,157680.0000,158760.0000,152280.0000,138240.0000,153531.1000
159300.0000,154980.0000,152280.0000,154980.0000,156600.0000,160211.0000,154440.0000,156600.0000,157680.0000,149580.0000,151200.0000,158051.0000,153900.0000,150660.0000,156600.0000,160380.0000,164700.0000,163620.0000,166691.0000,159300.0000,155520.0000,153900.0000,156060.0000,161460.0000,159393.3000
151200.0000,133380.0000,155520.0000,135540.0000,152111.0000,158220.0000,154440.0000,150660.0000,154440.0000,150660.0000,161291.0000,158220.0000,137700.0000,150120.0000,150660.0000,139320.0000,143100.0000,156431.0000,153360.0000,145800.0000,145260.0000,143100.0000,148500.0000,153900.0000,150854.2000
163080.0000,158220.0000,154440.0000,156060.0000,148331.0000,140940.0000,164160.0000,143640.0000,147960.0000,152280.0000,149411.0000,154440.0000,154980.0000,153360.0000,149580.0000,160380.0000,157140.0000,151031.0000,144180.0000,157680.0000,158760.0000,152280.0000,138240.0000,138240.0000,156525.2000
154980.0000,152280.0000,154980.0000,156600.0000,160211.0000,154440.0000,156600.0000,157680.0000,149580.0000,151200.0000,158051.0000,153900.0000,150660.0000,156600.0000,160380.0000,164700.0000,163620.0000,166691.0000,159300.0000,155520.0000,153900.0000,156060.0000,161460.0000,164700.0000,161493.6000
133380.0000,155520.0000,135540.0000,152111.0000,158220.0000,154440.0000,150660.0000,154440.0000,150660.0000,161291.0000,158220.0000,137700.0000,150120.0000,150660.0000,139320.0000,143100.0000,156431.0000,153360.0000,145800.0000,145260.0000,143100.0000,148500.0000,153900.0000,139691.0000,150733.1000
158220.0000,154440.0000,156060.0000,148331.0000,140940.0000,164160.0000,143640.0000,147960.0000,152280.0000,149411.0000,154440.0000,154980.0000,153360.0000,149580.0000,160380.0000,157140.0000,151031.0000,144180.0000,157680.0000,158760.0000,152280.0000,138240.0000,138240.0000,134831.0000,151558.2000
152280.0000,154980.0000,156600.0000,160211.0000,154440.0000,156600.0000,157680.0000,149580.0000,151200.0000,158051.0000,153900.0000,150660.0000,156600.0000,160380.0000,164700.0000,163620.0000,166691.0000,159300.0000,155520.0000,153900.0000,156060.0000,161460.0000,164700.0000,161831.0000,158644.4000
155520.0000,135540.0000,152111.0000,158220.0000,154440.0000,150660.0000,154440.0000,150660.0000,161291.0000,158220.0000,137700.0000,150120.0000,150660.0000,139320.0000,143100.0000,156431.0000,153360.0000,145800.0000,145260.0000,143100.0000,148500.0000,153900.0000,139691.0000,152280.0000,153175.7000
154440.0000,156060.0000,148331.0000,140940.0000,164160.0000,143640.0000,147960.0000,152280.0000,149411.0000,154440.0000,154980.0000,153360.0000,149580.0000,160380.0000,157140.0000,151031.0000,144180.0000,157680.0000,158760.0000,152280.0000,138240.0000,138240.0000,134831.0000,149580.0000,155145.2000
154980.0000,156600.0000,160211.0000,154440.0000,156600.0000,157680.0000,149580.0000,151200.0000,158051.0000,153900.0000,150660.0000,156600.0000,160380.0000,164700.0000,163620.0000,166691.0000,159300.0000,155520.0000,153900.0000,156060.0000,161460.0000,164700.0000,161831.0000,166320.0000,162911.0000
135540.0000,152111.0000,158220.0000,154440.0000,150660.0000,154440.0000,150660.0000,161291.0000,158220.0000,137700.0000,150120.0000,150660.0000,139320.0000,143100.0000,156431.0000,153360.0000,145800.0000,145260.0000,143100.0000,148500.0000,153900.0000,139691.0000,152280.0000,145800.0000,147713.6000
156060.0000,148331.0000,140940.0000,164160.0000,143640.0000,147960.0000,152280.0000,149411.0000,154440.0000,154980.0000,153360.0000,149580.0000,160380.0000,157140.0000,151031.0000,144180.0000,157680.0000,158760.0000,152280.0000,138240.0000,138240.0000,134831.0000,149580.0000,138780.0000,147868.2000
156600.0000,160211.0000,154440.0000,156600.0000,157680.0000,149580.0000,151200.0000,158051.0000,153900.0000,150660.0000,156600.0000,160380.0000,164700.0000,163620.0000,166691.0000,159300.0000,155520.0000,153900.0000,156060.0000,161460.0000,164700.0000,161831.0000,166320.0000,165240.0000,162147.4000
152111.0000,158220.0000,154440.0000,150660.0000,154440.0000,150660.0000,161291.0000,158220.0000,137700.0000,150120.0000,150660.0000,139320.0000,143100.0000,156431.0000,153360.0000,145800.0000,145260.0000,143100.0000,148500.0000,153900.0000,139691.0000,152280.0000,145800.0000,149040.0000,149962.8000
148331.0000,140940.0000,164160.0000,143640.0000,147960.0000,152280.0000,149411.0000,154440.0000,154980.0000,153360.0000,149580.0000,160380.0000,157140.0000,151031.0000,144180.0000,157680.0000,158760.0000,152280.0000,138240.0000,138240.0000,134831.0000,149580.0000,138780.0000,153360.0000,149660.6000
160211.0000,154440.0000,156600.0000,157680.0000,149580.0000,151200.0000,158051.0000,153900.0000,150660.0000,156600.0000,160380.0000,164700.0000,163620.0000,166691.0000,159300.0000,155520.0000,153900.0000,156060.0000,161460.0000,164700.0000,161831.0000,166320.0000,165240.0000,169020.0000,165850.7000
158220.0000,154440.0000,150660.0000,154440.0000,150660.0000,161291.0000,158220.0000,137700.0000,150120.0000,150660.0000,139320.0000,143100.0000,156431.0000,153360.0000,145800.0000,145260.0000,143100.0000,148500.0000,153900.0000,139691.0000,152280.0000,145800.0000,149040.0000,159300.0000,150059.4000
140940.0000,164160.0000,143640.0000,147960.0000,152280.0000,149411.0000,154440.0000,154980.0000,153360.0000,149580.0000,160380.0000,157140.0000,151031.0000,144180.0000,157680.0000,158760.0000,152280.0000,138240.0000,138240.0000,134831.0000,149580.0000,138780.0000,153360.0000,140940.0000,149527.3000
154440.0000,156600.0000,157680.0000,149580.0000,151200.0000,158051.0000,153900.0000,150660.0000,156600.0000,160380.0000,164700.0000,163620.0000,166691.0000,159300.0000,155520.0000,153900.0000,156060.0000,161460.0000,164700.0000,161831.0000,166320.0000,165240.0000,169020.0000,164700.0000,162233.9000
154440.0000,150660.0000,154440.0000,150660.0000,161291.0000,158220.0000,137700.0000,150120.0000,150660.0000,139320.0000,143100.0000,156431.0000,153360.0000,145800.0000,145260.0000,143100.0000,148500.0000,153900.0000,139691.0000,152280.0000,145800.0000,149040.0000,159300.0000,160920.0000,150823.4000
164160.0000,143640.0000,147960.0000,152280.0000,149411.0000,154440.0000,154980.0000,153360.0000,149580.0000,160380.0000,157140.0000,151031.0000,144180.0000,157680.0000,158760.0000,152280.0000,138240.0000,138240.0000,134831.0000,149580.0000,138780.0000,153360.0000,140940.0000,160380.0000,150258.6000
156600.0000,157680.0000,149580.0000,151200.0000,158051.0000,153900.0000,150660.0000,156600.0000,160380.0000,164700.0000,163620.0000,166691.0000,159300.0000,155520.0000,153900.0000,156060.0000,161460.0000,164700.0000,161831.0000,166320.0000,165240.0000,169020.0000,164700.0000,158220.0000,156236.7000
150660.0000,154440.0000,150660.0000,161291.0000,158220.0000,137700.0000,150120.0000,150660.0000,139320.0000,143100.0000,156431.0000,153360.0000,145800.0000,145260.0000,143100.0000,148500.0000,153900.0000,139691.0000,152280.0000,145800.0000,149040.0000,159300.0000,160920.0000,163451.0000,151497.8000
143640.0000,147960.0000,152280.0000,149411.0000,154440.0000,154980.0000,153360.0000,149580.0000,160380.0000,157140.0000,151031.0000,144180.0000,157680.0000,158760.0000,152280.0000,138240.0000,138240.0000,134831.0000,149580.0000,138780.0000,153360.0000,140940.0000,160380.0000,161291.0000,154596.2000
157680.0000,149580.0000,151200.0000,158051.0000,153900.0000,150660.0000,156600.0000,160380.0000,164700.0000,163620.0000,166691.0000,159300.0000,155520.0000,153900.0000,156060.0000,161460.0000,164700.0000,161831.0000,166320.0000,165240.0000,169020.0000,164700.0000,158220.0000,157511.0000,156278.3000
154440.0000,150660.0000,161291.0000,158220.0000,137700.0000,150120.0000,150660.0000,139320.0000,143100.0000,156431.0000,153360.0000,145800.0000,145260.0000,143100.0000,148500.0000,153900.0000,139691.0000,152280.0000,145800.0000,149040.0000,159300.0000,160920.0000,163451.0000,143100.0000,143538.5000
147960.0000,152280.0000,149411.0000,154440.0000,154980.0000,153360.0000,149580.0000,160380.0000,157140.0000,151031.0000,144180.0000,157680.0000,158760.0000,152280.0000,138240.0000,138240.0000,134831.0000,149580.0000,138780.0000,153360.0000,140940.0000,160380.0000,161291.0000,150120.0000,150593.0000
149580.0000,151200.0000,158051.0000,153900.0000,150660.0000,156600.0000,160380.0000,164700.0000,163620.0000,166691.0000,159300.0000,155520.0000,153900.0000,156060.0000,161460.0000,164700.0000,161831.0000,166320.0000,165240.0000,169020.0000,164700.0000,158220.0000,157511.0000,156060.0000,155632.5000
150660.0000,161291.0000,158220.0000,137700.0000,150120.0000,150660.0000,139320.0000,143100.0000,156431.0000,153360.0000,145800.0000,145260.0000,143100.0000,148500.0000,153900.0000,139691.0000,152280.0000,145800.0000,149040.0000,159300.0000,160920.0000,163451.0000,143100.0000,149040.0000,146844.3000
152280.0000,149411.0000,154440.0000,154980.0000,153360.0000,149580.0000,160380.0000,157140.0000,151031.0000,144180.0000,157680.0000,158760.0000,152280.0000,138240.0000,138240.0000,134831.0000,149580.0000,138780.0000,153360.0000,140940.0000,160380.0000,161291.0000,150120.0000,156600.0000,152438.6000
151200.0000,158051.0000,153900.0000,150660.0000,156600.0000,160380.0000,164700.0000,163620.0000,166691.0000,159300.0000,155520.0000,153900.0000,156060.0000,161460.0000,164700.0000,161831.0000,166320.0000,165240.0000,169020.0000,164700.0000,158220.0000,157511.0000,156060.0000,164160.0000,163018.3000
161291.0000,158220.0000,137700.0000,150120.0000,150660.0000,139320.0000,143100.0000,156431.0000,153360.0000,145800.0000,145260.0000,143100.0000,148500.0000,153900.0000,139691.0000,152280.0000,145800.0000,149040.0000,159300.0000,160920.0000,163451.0000,143100.0000,149040.0000,149040.0000,147366.6000
149411.0000,154440.0000,154980.0000,153360.0000,149580.0000,160380.0000,157140.0000,151031.0000,144180.0000,157680.0000,158760.0000,152280.0000,138240.0000,138240.0000,134831.0000,149580.0000,138780.0000,153360.0000,140940.0000,160380.0000,161291.0000,150120.0000,156600.0000,154980.0000,152104.3000
